	essay_id	essay_set	essay	rater1_domain1	rater2_domain1	rater3_domain1	domain1_score	rater1_domain2	rater2_domain2	domain2_score	rater1_trait1	rater1_trait2	rater1_trait3	rater1_trait4	rater1_trait5	rater1_trait6	rater2_trait1	rater2_trait2	rater2_trait3	rater2_trait4	rater2_trait5	rater2_trait6	rater3_trait1	rater3_trait2	rater3_trait3	rater3_trait4	rater3_trait5	rater3_trait6	num_words	num_sentences	num_lemmas	num_commas	num_exclamation_marks	num_question_marks	average_word_length	average_sentence_length	num_nouns	num_verbs	num_adjectives	num_adverbs	num_conjunctions	num_spelling_errors	num_stopwords	automated_readability_index	coleman_liau_index	dale_chall_index	difficult_word_count	flesch_kincaid_grade	gunning_fog	linsear_write_formula	smog_index	syllables_count
6036	9592	4	The author concludes the story with “In the spring when the snow melts and the geese return and the hibiscus is budding, then I will take the test again” because Saeng fails the test by spending her money on a big mac and not having enough for the type of flower her mother sent for. So since Saeng failed the test, she wants to take the test again and make her mother happy.	0	0		0																						73	2	77	2	0	0	4.1506849315068495	36.5	21	11	4	3	4	7	41	16.4	7.09	7.83	4	12.8	15.15	18.75	0.0	88
6040	9596	4	After reading “Winter Hibiscus, I can tell that Saeng is a determined person, and likes nature. I can also tell that she is determined to pass the test. The author concludes the story with this paragraph because in the beginning of the story, Saeng fails her driving test. She walks home, and as she is walking, she comes across a familiar plant. This takes her to her childhood world. Have her not failed the test, she would have never walked home and come across the plant. The author didn’t want us to forget the reason she walked home. It would have never happened.	1	1		1																						103	8	117	6	0	0	4.533980582524272	12.875	21	19	4	5	3	15	57	6.3	7.35	7.19	9	4.8	6.33	6.857142857142857	7.6	135
6045	9601	4	Saeng was happy when the snow was disappearing because she couldn’t wait for spring to come back to see the animals running around by her garden and seeing the beautiful geese flying in after they long & hard hibernation. So Saeng was excited to see everything grown back so she is guaranteed to pass the test this time	0	0		0																						58	3	59	0	0	0	4.517241379310345	19.333333333333332	10	12	5	4	2	3	32	14.5	9.46	7.54	5	12.0	14.21	18.0	0.0	82
6047	9603	4	"The author concluded this story with this paragraph because she wanted show how the flower gave the little girl strength. The girl was in a new place and back at home where she is from there are alot of beautiful flowers that she loved to look at and being in a new place that doesn't have these flowers really gets her down and has her upset. She misses her home so she is hurting and the only thing that sort of comforts her a little bit are the flowers. For example, the girl says, “It’s-it's not a real one...I mean, not like the kind we had at..."", here she stops because she is so upset that she can’t say home. The flower she has right now isn't real but when the real one blossom in the spring, seeing the flower will comfort her and give her confidence to retake the test."	2	2		2																						151	7	170	5	0	0	4.151315789473684	21.714285714285715	27	23	11	10	6	13	99	13.4	6.74	7.02	10	11.5	12.87	13.5	8.8	191
6048	9604	4	"The author’s conclusion explains her feels. The authors conclusion saids to me ""when the snow melts and the geese return and this hibiscus is budding, then I will take that test"" again"", what means is that she is a newoman. For example, taking the test means that she will change. Also what it means is that she ready to take on new thing. For instance, the test to her is getting ready to take on a new thing. Thats what I got from the conclusion."	1	1		1																						85	6	99	4	0	0	4.2823529411764705	14.166666666666666	16	15	6	3	2	12	52	5.8	6.08	6.76	8	4.1	7.09	6.916666666666667	8.3	105
6049	9605	4	The author ends with this paragraph to show gthat Saeng had. Hope. It shows that there is still hope. The ending paragraph makes you  kind of create your own ending for Saeng. I like to imagine Saeng with a big garden next to her and and she passes the test.	1	1		1																						50	5	56	0	0	0	4.098039215686274	10.2	11	12	2	4	2	7	28	4.4	5.38	7.1	5	3.4	5.0	5.25	3.1	61
6050	9606	4	"I believe that the author concluded the story with this paragraph for several reasons. This final paragraph draws together and unites all the final paragraph on concluding idea. It tells us that in the spring when everything is coming to life Saeng will find the strength to take the test again. These central ideas expressed in thelast paragraph show how Saeng and her mother have adapted and that new things are started in the spring, as well as new possibilities. In the text it says, “I know"", her mother said quietly. “I’ve seen this kind blooming along the lake. It’s flower aren’t as pretty, but it’s strong enough to make it through the cold months here, this winter hibiscus.” This means and represents that even though life is different here away from Saeng home they will adapt and survive in their own way."	2	2		2																						143	8	156	5	0	0	4.7272727272727275	17.875	36	22	10	13	6	18	75	12.8	9.87	8.24	16	9.0	11.2	11.4	10.5	188
6071	9627	4	I think the author includes this because she doesn’t want to leave her audience guessing about what would happen next. Then “I will take the test again.” This quote is saying she @MONTH1 have failed the test with the plant but she is never going to give up and that when spring comes she is going to try again. I feel as though the author added this to give a better understanding of how it feels to leave your homeland to come to a place you don’t no or understand such as the flower situation in the story. When she thought about the plants and how they smelt it gave her the old feelings that she had about her homeland and how close she was with her grandmother. She was so use to plants being free and growing rather than seeing them in pots and not having the room to grow. By seeing all this got Saeng to break down and cry. In conclusion I feel as though the author added the paragraph in the end for understanding and to all so let you no that Saeng @MONTH1 be in a new place with a new culture but she will never give up on that test until she feels that she has passed it.	2	2		2																						214	9	221	0	0	0	4.065420560747664	23.77777777777778	35	41	7	9	10	13	136	13.0	6.63	7.07	13	10.5	12.99	18.0	8.8	260
6072	9628	4	The author of “Winter Hibiscus” purposely had that last paragraph in there. Honestly the story is better with it too. In the last paragraph when it says “In the spring, when the snow melts and the geese return and this hibiscus is budding, then I will take that test again.” @CAPS1 @NUM1. When the author write all those things in nature that will happen it symbolized re-birth and a fresh start, a new chance and that is what Saeng needs with her drivers license. The author put powerfully. Put those symbols in there to show hope for the girl to make it through her tough time. Finally, the story has a sense of roundness and end with that last paragraph, the story is complete.	2	1		2																						124	8	138	5	0	0	4.491935483870968	15.5	33	15	11	10	5	19	73	8.6	7.71	7.32	14	6.7	8.69	8.333333333333334	8.8	161
6074	9630	4	I believe the author of “winter Hibiscus “ends the story like she did because saeng agrees to take the test again. She wants to take the test when the snow melts, the geese return and the hibiscus is budding. In other words when spring has come she will be ready for the test.  Saeng states in the story “it’s the flowers aren’t as pretty, but it’s strong enough to make it through the cold months here, thes winte hibiscus. That’s what matters.” I think saeng is using this as a guiding light since she just moved from Vietnam. She plans to make it and use the plant as a symbol. She will try again for her drivers license at the start of spring.	2	1		2																						123	7	134	3	0	0	4.233870967741935	17.714285714285715	29	22	5	7	3	20	69	8.9	6.91	7.73	10	6.6	8.53	10.8	7.8	149
6084	9640	4	I think That The author concludes the story with This paragraph to show that she does not want to give up on fighting her homesickness. The first time she bought that plant, it brought back memories of her old home and it showed how much she missed it there. By saying shell do the test again shows that she doesnt want to let ths defeat her in her new home and her new life.	2	1		2																						74	3	79	1	0	0	4.081081081081081	24.666666666666668	13	15	4	3	2	5	45	10.1	6.39	7.21	7	8.2	10.96	13.0	7.8	86
6085	9641	4	The author concludes saeng vow in the story to show that saeng can and does have the ability to overcome obstacle. Saeng  feels like she is a failer. Her hibiscus represents courage to overcome her obstacle which is her driving test that she failed. The geese represent survial and to never give up, to keep trying your hardest to success.	2	1		2																						60	4	66	1	0	0	4.590163934426229	15.25	14	13	3	1	2	8	33	8.0	8.63	9.12	12	6.8	9.33	8.0	10.1	84
6091	9647	4	Saeng's peRsonality in this stoRy shows deteRmination and confident. I think she feels that she could do moRe experienced things on different plants. I also think this is a peRfect hobby experience foR someone who loves Plants. I feel that Saeng @MONTH1 have accomplished heR goals of planting. I think she @MONTH1 want to puRsue heR career in gaRdenning. When she stated that when the plants come back aRound, she would take the test again. I think she means that, she is willing to exploRe more plants. I think she @MONTH1 have got this experience of planting fRom heR motheR. To me this @MONTH1 have been a family tradition. Saeng will pRobably have kids and teach them about different types of floweRs.	1	1		1																						122	10	134	2	0	0	4.795081967213115	12.2	29	21	8	6	2	13	68	7.3	8.86	7.87	18	5.7	7.83	6.375	9.6	173
6092	9648	4	The author ended the story with the paragraph in order to show that Saeng is looking forward into her life and with a positive outlook. It shows that she is not going to be depressed by the change in her life anymore. The hibiscus is used as a device for this story’s plot. When changes happen with the hibiscus, changes happen in the story. At first, Saeng is without the hibiscus and feels hopeless. When she sees it, she remembers her past and is sad. Once she plans it, things start to look up. She begins to accept the change when the last paragraph says, “when they come back... and this hibiscus is budding, then I will take that test again” it shows that Saeng is looking at her future positively, and with this positive change, the hibiscus is now beginning to bloom. The author concludes the story in a symbolic way that helps express the story’s themes.	3	2		3																						158	9	176	8	0	0	4.474683544303797	17.555555555555557	33	29	8	7	5	21	89	8.4	7.65	7.41	17	6.6	8.31	5.875	9.4	211
6093	9649	4	The author concludes the story with this paragraph “Saeng vowed silently to herself” because she Saeng wants to do in proper time and season. “winter season”, the land or soil was so cold that plants was not able to grow properly. ”Hibiscus costs nineteen dollars”, and she Saeng failed the test. ”There was frail, wiry beauty to her Saeng mother that touched Saeng deeply”, she Saeng mother is shining when she worked to plants. These all are the description that concludes in the past which want to make correction and shine like her mother and also to pass the test.	1	1		1																						100	5	109	4	0	0	4.7	20.0	29	15	6	5	5	14	47	25.7	10.35	9.12	8	19.3	21.6	26.5	0.0	127
6095	9651	4	The author is trying to convey a sense of hope for Saeng in her new country. After noting that she failed her test, which is probably a citizenship test, the author wants to conclude the story with something that reasures the reader. It is obvious that this test was important because Saeng could not even look her mother in the eye. This was probably why she bought the flower for her mother. The ending reasures the reader so that you don’t wonder how it will workout for Saeng.	1	1		1																						88	5	95	2	0	0	4.465909090909091	17.6	21	12	3	3	0	9	50	8.4	7.89	7.02	9	7.8	8.4	8.8	8.8	120
6097	9653	4	The Author was trying to end the story quick thats why he ended it with this one.	0	0		0																						17	1	19	0	0	0	3.823529411764706	17.0	3	4	1	0	0	1	11	5.1	4.23	7.27	2	5.2	6.8	7.5	0.0	21
6101	9657	4	This paragraph means when winter is over and the geese come back from the south, and she favorite plant comes back that used to be in her old country, she will try what she was trying to do before but this time she has more confidence. This is what I think this means.	1	1		1																						53	2	57	2	0	0	4.0754716981132075	26.5	9	9	3	4	3	4	36	11.0	6.22	6.14	3	8.9	11.35	13.75	0.0	61
6103	9659	4	In the story “ Winter Hibiscus” by Minfong Ho the author ends the story in a well mannered carhoined. The author ended with that paragraph to show that Saeng was not going to persuade even though for away from home. She is in a down was spiral at the beginning of the story she had failed a test and the hibiscus test her feeling nostalgic. When she got home her mother greeted her with kinds words kind of acting as an anti-depressent by making her food will not peppers and bitter melons. This kind of made Saeng see the good in life causing her not to give up and be confident that she will pass the test.	3	2		3																						117	5	124	0	0	0	4.205128205128205	23.4	31	17	7	6	3	10	67	10.1	7.09	7.9	17	8.9	10.39	11.0	9.4	151
6107	9663	4	In the story winter hibiscus the author concludes the story with that paragraph because when the winter hits and the plant she likes will disappear and the flower gave her good luck so she said “when the snow melt in the spring and the geese return and this hibiscus is budding, then I will take that test again. The flower was very important to her. She said, “that rich, sweet scent that was familiar too. She was talking about the flowers smell compares to her grand mothers shell, it was the same.	2	1		2																						92	4	100	4	0	0	4.456521739130435	23.0	19	14	8	6	4	10	51	11.1	8.36	7.01	10	8.7	10.5	12.75	9.5	118
6111	9667	4	The author concludes the response by saying that when spring comes and the hibiscus is budding she will take the test again. because I think she feels hope and faith. I say this because the girl just moved away from her home and feels horribly lonesome and deppresed   because she wants to go home. She I nostalgic for her past and when she sees the plant it gives her a sense of comfort like she is home. When she says “In the spring, when the snow melts and the geese return and this hibiscus is budding, then I will take that test again.” I think she says this because she is upset because she failed her test and the plant gives her a sense of comfort which gives her faith and hope that she will pass the test in spring.	2	2		2																						140	6	148	2	0	0	4.156028368794326	23.5	29	24	4	6	9	10	82	15.7	7.15	7.29	8	12.2	15.14	13.75	9.5	168
6126	9683	4	"Minfong tto ended the story with aphrase dialogue because it was about the main topic of the story. Saeng was to buy a plant and bring it home, but when she did so, her mother did not approve. The narrative states ""You what?"" Her mother stared at her incredulously""(Ho ). When her mothesaid this, it showed that she was displeased. The narrative states, ""I-I failed the test""(Ho). Saeng was not proud to displease her parents in any way. By saying, ""When hey come back, Saeng vowed silently to herself, in the spring, when the snows melt and the geese return  and this hibiscus is budding, then i will take that test again""(Ho), the author is just showing Saeng's love and want to grow foe her parents; it shows maturity."	2	2		2																						129	8	158	10	0	1	4.561538461538461	16.25	31	22	4	6	5	29	72	8.4	7.71	8.01	17	6.0	8.28	5.875	8.5	169
6132	9689	4	She vowed this paragraph because she wanted to make her mother proud by passing the test after she had failed it, but she waits for the plant to go through and start budding. The hibiscus buddy is like a new start so it makes it through winter and it will pass the test and then Saeng will be able to pass as well because she knows a tropick plant was able to survive a harsh winter then she can survive / pass the test the next spring.	1	2		2																						87	2	90	1	0	0	4.022988505747127	43.5	14	16	7	5	4	5	51	19.2	6.92	8.52	8	15.3	17.67	22.25	0.0	103
6136	9693	4	I guess she says this because she only wants to take the test when she is confetebel around the flowers, plants, and greens	1	1		1																						23	1	25	2	0	0	4.391304347826087	23.0	5	4	0	1	1	3	15	10.7	7.96	8.9	2	7.5	9.2	11.5	0.0	27
6141	9698	4	In the story the author concludes with “When they come back, Saeng vowed silently to herself’ in the spring, when the snows melt and the geese return and this hibiscus is budding, then I will take that test again.” I think she did that to say that you shouldn’t give up. In the story Saeng goes to the store and “touched a petal.” She buys the plant in an attempt to get a reminder of her old home. In this way it seems Saeng is willing to give up her memories of her past. When she brings home the plant and her mom and her plant it in the garden. I think Saeng is trying to make her new home like her old.	2	2		2																						123	7	131	3	0	0	3.9430894308943087	17.571428571428573	26	21	5	5	5	15	73	9.4	5.4	7.3	8	7.0	10.49	13.0	6.7	141
6147	9704	4	"Saeng vowed siletly to herself ""in the spring, when the snows melt and the geese return and this hibiscus is budding, then I will take that test again"" because her mind went of the track from think about a flower. She says "" One of the blossoms had fallen off"" then carefully Saeng picked it up and smelled it. it happ distracted her mind. Her promisreaction from tailing was silentess for a long moment and didn't say nothing. Her never got mad. All she did was brushing the fragments of green off Saeng's hands. Her mother was mainly thinking about the plants as the day went, Saeng dug out a hole and carefully lowered the 'winter hibiscus"" into it. Seeing her mother caused a reaction of ideas, so trying to etch a image of geese. She sent a goat to retake the driving test again as she was getting use to her new. The intro says ""Saeng, a teenage girl and her family have moved to the United States from Vietnam. it never mentioned about her family"""	1	1		1																						177	11	201	5	0	0	4.395480225988701	16.09090909090909	42	31	6	10	6	25	98	9.2	7.54	8.11	24	7.4	8.98	8.0	8.8	230
6152	9709	4	I think that the author uses this quote, “when they come back, Saeng vowed silently to herself, in the spring, when the snows melt and the geese return and the hibiscus is buding, then I will take the test  again.” @CAPS1 it symbolizes that spring brings new life and hope. “But where was the home thought come? The hibiscus hedge? The way her gentle grandmother?” “BOAT RIDE into the night and it was gone.” @CAPS2 from Vietnam to @LOCATION2. one night she had so much hope, like, abundance, then the next she is in foreign land that is nothing like her old home. The flowers bloom in the spring bringing new life. There is a chance to move on @CAPS1 there is hope. There is hope that spring will come, flowers will come birds will come. It is a chance to let go. The ending quote was said to bring hope and like to her and she sort of promises to herself that it will get better. Hope is what makes every obstacle to get over easier and everything to be bearable.	3	3		3																						182	14	203	9	0	3	4.284153005464481	13.071428571428571	41	30	12	9	7	29	100	8.9	6.79	6.81	17	6.4	9.18	18.333333333333332	8.5	223
6158	9715	4	The author concludes the story, “Winter Hibiscus”, with the strong paragraph of one sentence starting that Saeng will take the test when the geese return and the hibiscus is budding. This sentence leaves the reader in suspense while incorporating the main point of the story and combining them to express an idea about what might happen in a continuation on the future of @CAPS1 and this story. After all, the reason Saeng had bought the hibiscus was to comfort her mother and her-self. While she stood watching the geese, the author chose this moment to express Saeng’s feelings to stay determined and take the test. In the end, the author concluded the story with a string sentence which not only summerized the story, but left a cliff hangs.	3	2		3																						128	5	141	6	0	0	4.8203125	25.6	37	21	5	3	6	15	68	14.1	10.39	7.62	17	10.9	12.43	14.0	10.8	183
6163	9720	4	The author conclude the story with this paragraph because the author wants to remind the reader and summarize the story. The way she wants to summarize is how the story started with Saeng failing the test to how the story endend with saeng planting the hibiscus in the winter. The author wants to remind the reader about the whole story.	1	1		1																						60	3	63	0	0	0	4.633333333333334	20.0	17	12	1	0	1	4	31	10.4	9.28	7.26	8	8.7	9.33	11.0	8.8	86
6164	9721	4	He concludes this story like that so you dont feel as if she was defeated. She is now more aware or believes she can complete the task. Also she has more selfconcious in herself because of the flower and now it reminds her of her home.	1	1		1																						46	3	50	0	0	0	4.130434782608695	15.333333333333334	4	7	2	6	2	4	33	5.7	5.73	7.14	6	5.7	7.86	7.333333333333334	7.8	59
6172	9729	4	"The author brought out the paragraph ""when they come back, Saeng vowed silently to herself, in the spring, when the snows melt and the geese return and this hibiscus is budding, then I will take that test again"", to portray the theme of the story. Saeng used the hibiscus for hope in her life. The author also uses the choice of words or diction to explain the way Saeng lived her life depending on a flower. The paragraph also explains the way her culture is depending on the theme of the story."	1	1		1																						92	4	103	5	0	0	4.4021739130434785	23.0	27	14	1	6	3	10	51	10.8	7.84	7.52	10	8.7	10.07	12.5	8.8	119
6176	9733	4	"The author concludes the story with the paragraph, ""When they come back,"" Saeng vowed silently to herself,” in the spring, when the snows melt and the geese return and this hibiscus is budding, then I will take that test again. She buys the flower because she failed the drivers test. She has seen the familiar plant on her way home as she went to a florist shop to try to buy one. The flower makes her happy and reminds her of home. The author ends the story the way he does because it leaves hope, so that the story doesn't end sad. She still has hope of passing the drivers test."	1	2		2																						111	6	125	6	0	0	4.252252252252252	18.5	25	20	5	6	3	13	62	7.8	6.62	7.11	9	5.8	8.12	10.4	6.4	136
6182	9739	4	The author concludes the last paragraph of the story because she already knew that she should not be afraid of trying a new life or new environment. For example, in the story, the mother says, “It’s flowers aren’t pretty, but its strong enough to make it through the cold months ???, this winter hibiscus. “It shows that the mother wants saeng to learn that saeng should be strong even I times of difficult. Another example is, when the narrator says, “she realized that many of the things that she had thought of as strange before become, throught the quiet repition of season upon season…” It shows that saeng realized that the new place that she’s leaving right now is almost the same as their old home – In conclusion, the last paragraph tells that saeng should face the new reality of the world. She should be  strong and follow the flow of life.	1	2		2																						154	6	172	9	0	3	4.480769230769231	26.0	35	19	17	8	4	24	82	19.2	9.12	8.12	13	14.7	17.41	19.333333333333332	12.6	202
6191	9748	4	The author ending the story with that paragraph because it shows how Saeng wont give up. Saeng wants to make her mother proud so she is gonna try to do whatever it takes. All Saeng trys to do is make her mother happy. When she failed her mother was disappointed. Then suprisingly understanding. When Saeng told her mother she failed Saeng started to cry, but then her mother wiped the tears away.	1	2		2																						72	6	81	1	0	0	4.513888888888889	12.0	15	18	3	4	1	9	38	5.8	7.47	7.74	6	4.4	7.02	5.666666666666667	7.8	94
6192	9749	4	ThE author concludEs the story with this paragraph bEcausE mEans that whEn thE shovEl grow again in the spring, whEn thE snow mElts and the gEEsE rEturn and this hibiscus is budding shE will takE thE tEst again. So shE will wait until thE nExt spring to takE thE tEst..	1	1		1																						50	2	53	1	0	0	4.4	25.0	13	7	1	3	2	3	32	11.8	8.07	6.46	4	8.3	10.8	13.0	0.0	61
6193	9750	4	In the story the test was if she could overcome her homesickness. When she want to the greenhouse all of the. plants and flower brought back memories of her homeland. When she saw the flower it reminded her of the times life she would get water from the well and and a flower was floating in it. So after the winter she would go back to the place and see if she was still homesick. I feel she ended it that way because it shows that she will persevere and not give up and try again	3	3		3																						96	6	101	0	0	0	4.020833333333333	16.0	16	15	2	4	6	5	68	7.1	5.75	6.56	9	6.1	9.35	10.4	8.2	118
6196	9753	4	I think Minfong Ho concluded her story “Winter Hibiscus” the way she did to show the avid determination of Saeng, the main character. She failed the test but she got the hibiscus and it helped her to restore her resolve to pass the test. Now that she had a moments of her homeland and her family there she was most likely reminded that they would’ve wanted her to succeed, and so she promises herself that she will take that test again when the hibiscus plant starts budding. This is why I feel that “Winter Hibiscus” was concluded in this way.	2	2		2																						100	4	106	2	0	0	4.45	25.0	21	19	4	6	4	10	59	12.0	8.48	8.19	14	10.7	12.0	15.0	12.2	136
6200	9757	4	The author concludes the story of the end because I think the author concludes the end of the story because he wants to kind of say I will be ready next year to sprout again he will be ready to test him to not cry and break down when he sees the plant to think of childhood memories he will be ready o	1	1		1																						63	1	63	0	0	0	3.7936507936507935	63.0	10	11	4	3	1	0	38	27.9	5.59	8.27	2	23.1	25.83	32.5	0.0	74
6203	9760	4	The author concludes the story “Winter Hibiscus” with “When they come back, Saeng vowed silently to herself, in the spring, when the snow melt and the geese return and this hibiscus is budding, then I will take that test again.” The author ends with this promise or commitment because it shows hope and determination. Saeng vowing to herself “I will take that test again,” shows her determination and unwillingness to fail. That is enough to bring hope to someone who has failed and wants another chance. This paragraph also sums up and displays Saeng’s good character. It shows Saeng’s strength because even though she failed the first time she was going to put herself through the pain of trying again to succeed. To fail and try again shows great inner strength. The author also ends with this paragraph because “when the snows melt and the geese return and this hibiscus is budding.” brings everything back full circle. It holds the promise of Spring and better things to come with it. There are many reasons why the author concludes the story with ”when they come back, Saeng vowed silently to herself, in the spring, when the snows melt and the geese return and this hibiscus is budding, then I will take that test again.”	1	2		2																						213	10	229	9	0	0	4.769953051643192	21.3	50	37	13	13	13	22	116	12.9	10.16	6.89	15	9.0	10.42	11.6	9.4	280
