	essay_id	essay_set	essay	rater1_domain1	rater2_domain1	rater3_domain1	domain1_score	rater1_domain2	rater2_domain2	domain2_score	rater1_trait1	rater1_trait2	rater1_trait3	rater1_trait4	rater1_trait5	rater1_trait6	rater2_trait1	rater2_trait2	rater2_trait3	rater2_trait4	rater2_trait5	rater2_trait6	rater3_trait1	rater3_trait2	rater3_trait3	rater3_trait4	rater3_trait5	rater3_trait6	num_words	num_sentences	num_lemmas	num_commas	num_exclamation_marks	num_question_marks	average_word_length	average_sentence_length	num_nouns	num_verbs	num_adjectives	num_adverbs	num_conjunctions	num_spelling_errors	num_stopwords	automated_readability_index	coleman_liau_index	dale_chall_index	difficult_word_count	flesch_kincaid_grade	gunning_fog	linsear_write_formula	smog_index	syllables_count
6061	9617	4	The author concludes the story with this paragraph because it shows that when she sees the things from her home and living, it will comfort her in what she does. The author seems like she needs things from her homeland that help her make the best of things and bring back good memories of earlier life. I think that whenever I want to do a good job It helps to think of the good  things that mean alot to me so I will be happy and want to do good. The author is smart to want to see those things for her to retake her test because if she sees her plant doing well and sees the memory of the geese again it will be good luck for her.	2	2		2																						129	5	135	1	0	0	3.876923076923077	26.0	23	23	8	4	4	6	80	13.1	5.7	7.07	8	11.2	13.85	13.25	8.8	152
6070	9626	4	I think that the author is saying  to  day  is that when it is winter the hibiscus is  trying to piece the cold. While must plants just die the hibiscus must face it head on	0	0		0																						35	2	40	0	0	0	3.5641025641025643	19.5	7	7	0	1	0	2	21	5.5	4.64	6.31	3	6.6	8.14	8.75	0.0	47
6073	9629	4	The reason I think the author concludes the story with that paragraph was because it was a good learning story you can learn something from it .The author did that so you can get a better understanding of the of the story. It said “saeng .teenage  girl, and her family have moved to the united states of Vietnam.” So from reading that it tells me that its telling you what happen right before the story took place. So you can get a better understanding. To me its rapping it all up for you. Thats why I think the author concludes the story with the paragraph.	0	0		0																						105	6	113	1	0	0	4.2924528301886795	17.666666666666668	22	16	3	4	1	11	65	9.4	7.31	6.48	6	7.9	8.78	10.6	7.6	138
6077	9633	4	The author ends the story with that paragraph because she is trying to overcome an obstacle. Failing the driver’s test was a set back for Saeng so she plans to take it again. She plans to use the hibiscus as motivation, because the winter for the hibiscus is like overcoming an obstacle.	1	1		1																						52	3	56	1	0	0	4.538461538461538	17.333333333333332	13	9	0	2	0	5	30	8.6	8.29	8.14	8	7.7	10.0	10.666666666666666	11.2	74
6080	9636	4	Saeng is not comftorable in her sorryndings, and has not addapted to the changes from where she moved. She finds the hibiscus and choses to go buy it, because it reminds of her home in @LOCATION2. When she brings it home  her mother seems shocked at first by the price saeng had paid, but is then more sympathetic when she realizes she misses @LOCATION2. Sheang says she is going to retake her test in the spring. She is also implying that she is going to change her attitude about living in @LOCATION1.	2	1		2																						92	5	101	3	0	0	4.43010752688172	18.6	16	18	3	5	3	12	56	8.8	7.95	8.5	12	6.9	11.27	11.2	11.2	124
6081	9637	4	I think the author concludes that in the story becaue he is saying when the geese is coming back.	0	0		0																						19	1	20	0	0	0	4.157894736842105	19.0	3	5	0	1	0	1	11	7.7	6.56	7.07	3	7.2	7.6	8.5	0.0	25
6083	9639	4	The author concludes the story like that to give the reader the idea that you cant just quit if you fail. When Saeng said that when spring comes around I will return and take the test again, that shows that she will not quit and life will go on. That’s why I think the author chose to conclude the story like that.	1	1		1																						62	3	67	1	0	0	4.080645161290323	20.666666666666668	10	14	0	3	2	6	38	8.1	6.04	6.45	2	5.5	8.28	10.333333333333334	3.1	70
6086	9642	4	The author concludes the story with this because the girl in the story is almost like the flower itself. Just as the flower will blossom, Saeng will take the test again, both receive a fresh start on things. Finishing the story this way left the reader feeling positive, it was a short ending but one with a lot of meaning. “ ...and this hibiscus is budding, then I will take that test again.” I think the last sentence is almost inspirational and it makes you want to start out fresh as well as Saeng.	1	2		2																						94	5	103	4	0	0	4.351063829787234	18.8	21	13	6	7	3	12	55	14.7	7.79	7.04	8	12.0	14.22	17.0	9.7	122
6087	9643	4	The author ends the story with  “When they come back, in the spring, when the snows melt and the geese return and this hibiscus is budding, then I will take that test again” For many good reasons. Some reasons are, that she will keep moving on and adapting to her new life in Canada. She is going to change her way of life and try to fit in with her new culture. She is also going to have to relive the memory of her grandmother again and wants to handle it better. “ A wave of loss so deep and strong that it stung Saeng’s eye now swept over her.” She wants to be able to handle the loss better. The author wants to emphasize that the story is not yet over.	2	2		2																						132	6	143	4	0	0	3.962406015037594	22.166666666666668	26	23	7	12	6	15	76	10.5	5.64	6.62	9	8.9	11.47	13.25	8.2	161
6090	9646	4	The author ends with this response  because he is trying to say that Saeng will repeat her self but this time more helpful in the garden and her mother.Try harder with her school work and less focusing on gardening.	0	0		0																						39	2	43	0	0	0	4.317073170731708	20.5	10	6	1	3	3	4	23	19.3	9.18	8.41	5	16.1	17.65	21.5	0.0	53
6094	9650	4	"At the end of the short start “Winter Hibiscus,” Saeng says “when they comeback, in the spring, when the snow melts and the geese return and the hibiscus is budding then I will take that test again."" When she says this she is refering to her drivers test she says she will take the test again because she is reminded that her family didnt give up they moved to @LOCATION1 for a fresh start “plant she had forgotten drew her back to her childhood world. “She sees these flowers after failing which reminds her that she never given up before. So she wont now other."	2	2		2																						105	4	114	3	0	0	4.371428571428571	26.25	19	17	6	8	2	13	64	16.7	8.19	7.93	11	13.4	15.14	28.0	11.2	134
6098	9654	4	When spring comes and all the snow melts then she is going to plant newseeds. The author concludes that because she didn’t do good on the test the first time. But next year she is going to work with her plants then take the test again so she can pass it. The author put that in the conclusion because he don’t want people to think that she just worries about the plants.	1	1		1																						72	5	76	0	0	0	4.152777777777778	14.4	15	15	2	4	2	6	45	7.1	6.2	6.72	3	5.6	7.76	8.25	6.0	84
6105	9661	4	She said this too show the determination it takes to make it no matter how many times you fail you need to get back up and try again. She displays her courage in this way also, it takes alot for someone to fail something and to get back up and try again on it. She isnt willing to accept failure, and she's trying to redeem her failure so she says she'll try again. That is why she ended the story that way.	1	1		1																						82	4	91	2	0	0	3.975609756097561	20.5	9	19	2	12	4	5	58	7.6	5.22	6.96	7	6.6	8.69	10.5	6.0	100
6119	9676	4	He author concludes this paragraph in this story because It sounds good and to show the people he is writing it to that no matter what happend s to you in life you should Just keep on doing what you think is best for you. Just like the flower she keeps coming back for more after going through all that’s tuff.	1	1		1																						61	2	63	0	0	0	4.098360655737705	30.5	9	11	2	6	1	4	40	13.1	6.92	7.22	4	10.5	12.2	15.25	0.0	75
6137	9694	4	I think that the author concludes the story with this paragraph because it says when the snows melt and the geese return and this hibiscus is budding then I will take the test again which means that when she gets older and gets more confidence then she will blossom and get to take the test when she is ready just like the hibiscus will be ready to start to budding again.	1	1		1																						71	1	72	0	0	0	4.253521126760563	71.0	10	14	5	5	4	1	45	34.1	8.5	9.16	6	26.3	29.53	38.5	0.0	87
6140	9697	4	The author includes  this sentence in  the paragraph  because  it’s  the  start  of  a  new  beginning.	1	1		1																						16	1	27	0	0	0	3.3846153846153846	26.0	4	2	1	0	0	3	8	9.6	10.32	7.39	2	15.4	6.4	8.0	0.0	33
6146	9703	4	She means that when she return she is going to do the same thing again and see if she will do better or not.	0	0		0																						24	1	25	0	0	0	3.5416666666666665	24.0	1	6	1	2	2	1	19	7.2	3.32	1.19	0	6.8	9.6	12.0	0.0	27
6148	9705	4	The author included this paragraph to show how much the girl missed Vietnam. When the girl saw the hibiscus it brought back memories of Vietnam. Seeing the hibiscus allows her to find comfort. So the paragraph is there to show how the United States is different from Vietnam. Since the United States has changing seasons it allows the girl to get use to the United States. The plant will always be there, but she has to look for the good that United States provides. The author states, “Almost reluctantly, she realized that many of the things she had thought of as strange before had become, through the quiet repetition of season upon season, almost familiar to her now.” This quote shows how the girl was getting use to the United States. How she will always remember Vietnam, and finds things in the United States that remind her of Vietnam. In conclusion, the paragraph is used to show how much the girl missed Vietnam, but how she finds comfort within the United States.	1	2		2																						172	10	189	8	0	0	4.680232558139535	17.2	49	28	7	9	3	13	97	10.2	9.28	6.42	15	8.4	9.5	7.142857142857142	9.4	235
6156	9713	4	"The author concluded this because she thinks this is the right time to re take the test. She adds this because the snow is melted, the hibiscus is budding, and the geese return is a perfect time because everything is back and warm. She says ""when they come back...then I will take the test again.” means she will have all confidence to take the test. Saeng voweds to take it again and she will and she thinks this time she will pass. That's what theauthor concludes this to the story."	1	1		1																						90	6	101	2	0	0	4.388888888888889	15.0	15	17	4	4	4	12	61	8.2	7.02	6.99	8	5.6	8.53	8.8	8.2	110
6160	9717	4	In many stories the narrator uses a dramatic yet conclusive statement to end the story. An example of one such occurrence is in the short story “Winter Hibiscus”. In the story the young girl finishes of by telling us when she will be taking her test again, although not directly to us as it says “Saeng vowed silently to herself” but it still informs the reader. The reason the author includes this last “vowe” is to inform not only the reader of the future but to show the girls determination and spiritual connection with the plant. For example, when it says “and this hibiscus is budding” its showing the girls connection with the plant because of the comfort and canfidence it given her, ecpecially since she needs to take the test. In conclusion the narrator concluded the story with the paragraph to show future events and to illustrate the spiritual connection the girl was with her the flower and the homeland.	2	2		2																						161	6	169	3	0	0	4.708074534161491	26.833333333333332	39	21	11	7	6	17	92	14.2	9.99	8.5	28	12.6	14.7	12.4	14.1	239
6169	9726	4	The author ends the story “Winter Hibiscus” with the passage “When they come back Saeng vowed silently to herself, in the spring when the snows melt and the geese return and this hibiscus is budding, then I will take that test again.” She is saying how she is going to try to take the test again because of the fact that she failed the first time. I think the hibiscus she bought comforted her and made her think of her home land so she thought when the hibiscus is budding she will take the test again. The plant made her think positivly. And insted of thinking she will fail she is thinking she will pass the next time. I also think Saeng felt comforting her when she was upset and I think that helped her feel alot better.	2	2		2																						138	6	145	2	0	0	4.260869565217392	23.0	23	31	6	9	5	11	81	12.4	7.38	6.95	10	9.3	12.49	18.333333333333332	10.4	172
6173	9730	4	The author conconcludes the story with this paragraph because, the plant brings back memories to Saeng and she is sort of like the plant. Saeng can be compared to the plant by, she is starting out in a new area that she is unfamiliar with, as well as the plant. The plant is now being planted in the soil outside of her house and has to grow. Saeng has to learn to grow aswell and get better and prepare to take the test again. So when the plant is grown and adapted Saeng believes she will be grown and adapted too. In conclusion, this paragraph is a perfect ending for the story “Winter Hibiscus by Minfong Ho.	2	2		2																						117	6	127	4	0	0	4.239316239316239	19.5	25	18	5	10	6	13	69	8.3	6.79	7.03	13	7.4	9.51	10.6	8.3	148
6180	9737	4	Saeng  ment  that she will take that test  next  spring and pass it with the hope of her winter flower  and  the  sight of her flock of geese  she  has high hopes that she will pass her test . when  she sees buds  on her hibiscus then she will take the test again. Saeng was very upset when she failed it the @CAPS1 time and she was hoping  she  passed  next  spring.	1	1		1																						72	4	89	0	0	0	3.4022988505747125	21.75	18	9	4	3	3	5	44	15.0	5.93	7.62	3	13.6	14.76	18.5	0.0	94
6181	9738	4	"In the short story ""Winter Hibiscus"" by Minfong Ho, the author concludes with a paragraph explaining when the character, Saeng will take her driving test again. She says she will ""when the snow melt and the geese return and this hibiscus is budding."" I think the author concludes with this paragraph because it shows that saeng has new. found hope. For example, since she has moved from Vietnam, she has been very homesick. ""She found that she was still too shaky to say the words 'at home,' lest she burst into tears again."" But when she finds a hibiscus plant, it reminds her of her homeland. ""Back home it just grew wild, jutting out from the cracks in brick walls or between tiled roofs."" Saeng even buys the hibiscus to plant in her garden in her new home. By having the hibiscus plant with her, it gave her memories of her old life and strength to continue with her new one. The plant gives her strength to try for her driving test again. By concluding with that paragraph, it shows Saeng's change in emotions from depressed to hopeful and it also shows the strength that the hibiscus plant gives her."	2	2		2																						200	12	232	9	0	0	4.54	16.666666666666668	51	30	11	11	6	29	110	11.1	8.12	7.66	18	8.4	10.28	11.2	9.7	252
6183	9740	4	“In the spring, when the snows melt and the geese return and the hibisus is budding, then I will take that test again” Saeng thinks to herself. Saeng finds herself in a new place were she has no friends. She finds comfort in a plant shop one day when she comes apon a Hibiscus flower. The flower calms her spierit and helps her beguin to adjust to the changes in her life at this time.	2	1		2																						75	5	81	2	0	0	4.1466666666666665	15.0	22	12	2	2	3	13	40	7.5	6.33	7.94	6	5.9	8.59	8.875	7.2	89
6187	9744	4	In the winter Hibiscus, the author chose the to end the story with a hopeful paragraph which stated, “when they come back, in the spring, when the snows melt and the geese return and this Hibiscus is budding, then I will take that test again.” The reason for the decision to end on an optimistic note are as follows. For example, the Hibiscus represents. The ideas of resilience when faced with challenge , and the determination To adapt and succeed. Saeng’s situation is similar to the flower’s, which has been uprooted from its original spot, replanted, and forced to try and survive the Winter. Saeng has moved from her beloved homeland, she must begin life anew in another country, and has been faied with the obstacle of failure in reyards to an unnamed test. In the final paragraph, she finds that like the cherished hibiscus flower, she must be resilient and determined to succeed in her new home	3	3		3																						158	7	176	14	0	0	4.7215189873417724	22.571428571428573	36	25	11	3	8	24	83	14.0	9.81	8.96	28	11.1	13.79	15.75	12.7	223
6202	9759	4	The author concluded this paragraph in this story because I think that he is tring to tell the reader a message. The author is tring to say that if a plant can mak it through the cold winter then she can pass her driver’s test. That is why I think the author included that paragraph.	2	2		2																						55	3	58	0	0	0	4.163636363636364	18.333333333333332	11	10	2	1	0	4	33	7.3	6.56	6.27	3	6.9	8.77	8.833333333333334	7.8	69
6210	9767	4	Emotions,symbolizim, to it realized – all are reasons the author concluded the story that way. a reason the author ended the story that way is to leave you, with mixed emotions. Emotions like sadness, hope, and wounder. The author makes the reader feel sad with the girl failing her test and missing home. The author also gives the feeling of hope that they one day will return home. and wandering because the conclusion leaves a lot to be answered. the author uses symbolizes in the concluding, sentances by giving the plant and the geese a sense of impotance in the story and the plant has to do with the home that she really misses. In the final story the author leaves a lot of peceptions on several. Like the importance of the plant and why did they move from a place that they lavd so much. That is why I think the author ended the story that way.	2	1		2																						158	10	175	6	0	0	4.405063291139241	15.8	47	23	5	5	6	18	85	10.6	7.96	7.46	21	9.7	11.32	14.25	10.3	216
6215	9772	4	The author concludes the story with this paragraph because Saeng is by herself, and letting herself know that she is going to try the test she failed again because she is starting to get used to her new home now that shes found something that reminds her of her life before she left.	1	1		1																						53	1	56	1	0	0	4.3584905660377355	53.0	7	11	1	2	1	3	35	25.6	8.66	8.35	4	20.4	21.2	26.5	0.0	67
6220	9777	4	Several reasons, first, in spring she will have had more time to adjust to her new life. Also when the hibiscus starts budding she will feel conforted, as though it auomaticaly brings back her childhood memories. It also is a link to her past home in Vietnam. When the hibiscus adjusts to its new life in ground soil, she will adjust and be ready to take the test again. Its as if, when the plant is ready to start budding, she will also be ready.	2	2		2																						85	5	96	6	0	0	4.270588235294118	17.0	17	12	8	5	1	12	52	7.2	6.44	6.71	9	6.4	8.68	8.7	9.4	109
6227	9784	4	I think the author concludes like this because its almost like a new beginning. The ending of the story makes you think that Saeng is going to get on with her life. It makes me think that @CAPS1 plans to start her life over in comparison with the hibiscus. Once the plant “starts over” (rebuds) she will start over once again. It also shows that she is determined to continue on with her life in @LOCATION1. She will not let her life be distraught by her move Vietnam. She hopes that she will be able to start her life over again. The ending is a “cliff hanger” to show that her story has not yet completely ended. It shows that there is still possibility that she can get on with her life. It also shows she doesn’t let her failures control her. She is a strong young woman and is determined to overcome this.	2	2		2																						154	11	167	0	0	0	4.266233766233766	14.0	27	27	7	10	1	17	95	5.7	6.31	6.89	17	5.2	7.42	7.0	8.3	198
6234	9791	4	The author concludes the story this way to show how the main character, Saeng has changed from the beginning of the story to the end. It show a small amount of newfound confidence Saeng now has. This ending also shows how much of an effect the “Winter hibiscus” had on her. with bringing back memories of her old country. If Saeng wouldn’t have found the hibiscus, she would have never started to reminisce about her old home. This reminiscing not only reminded her of her past, but it also helped her compare her new home to her old home. Through this she realized that life in @LOCATION1 is not so bad, and that she still has a little bit of her old home with her everyday. This realization gave her just enough hope and confidence to want to try the driving test again This ending shows the change of heart Saeng feels for @LOCATION1 and her small gain of hope and confidence.	3	2		3																						162	8	174	4	0	0	4.432098765432099	20.25	40	23	14	9	5	16	93	11.0	8.25	7.12	16	8.8	11.71	11.8	11.8	216
6237	9794	4	In the story “Winter Hibiscus” the author ends the story in a way that shows that she wants to start fresh. I think this because when she is talking to her mom at the end of the story, she says “In the spring, when this hibiscus is budding, I will take the test again”. She is saying that she wants to start over. and adapt to her new country. Also, I think this because she wants to wait until the seasons change to go take her test again. because she says “when the snow melts and the geese return.” She states this because she wants a completely new slate when she takes her test again. That is why I believe she wanted to conclude her story this way.	2	1		2																						128	8	138	4	0	0	4.1171875	16.0	22	27	5	4	2	15	75	10.8	6.33	6.88	8	8.6	10.87	13.0	7.6	155
6238	9795	4	I think the author concludes the story like that because its showing the time that will be passing. When it shows time passing, she’s grew up more and maybe she’ll be ready to take the test since now she knows how it is. Also because the hibiscus will be budding, that will make her feel more comfortable and relaxed because it all make her feel more like secure home feeling. “hibiscus is budding” this way the flower will be starting new and so will she.	2	1		2																						85	4	91	2	0	0	4.376470588235295	21.25	14	15	6	6	3	10	51	13.4	8.01	7.64	10	10.8	12.26	14.833333333333334	7.8	107
6243	9800	4	In the story “winter @CAPS1” the author concludes the story with the last paragraph like that because when the season comes back around for budding she is going to be right back out there exsploring. She’s going to want to learn more about the hibiscus and what they do. And she can’t wait to start taking care of them as they start to bud. Thats why they ended the story with that paragraph.	0	0		0																						73	5	78	0	0	0	4.383561643835616	14.6	9	16	3	7	2	8	44	8.3	7.78	6.92	7	6.9	8.42	8.625	7.2	93
6246	9803	4	"The author concludes the story with this paragraph because she failed the driver's test. She is saying when it get's a little warmer outside and the plants grow in maybe she will then take the test again and hopefully pass. I know that she failed the test because it said"" As Saeng walks home after Failing  her driver's test"". I guess that from the snow  being on the ground cause her to  make mistakes when taking the test. In conclusion, that’s why the author concludes the story with this paragraph.."	1	1		1																						90	5	104	1	0	0	4.462365591397849	18.6	20	17	2	5	2	9	53	9.1	8.18	7.16	8	6.8	8.09	8.4	6.7	117
